marker	LG	gPos	gOrder	chr	pPos	pOrder
1A_10793486	1B	77.90351182	522	1A	10793486	72
1B_16968215	1B	77.90351182	523	1B	16968215	515
1B_18310943	1B	77.90351182	524	1B	18310943	517
1A_9896135	1B	83.44091082	525	1A	9896135	66
1B_22284270	1B	87.80664672	526	1B	22284270	519
1B_250756732	1B	128.1185047	527	1B	250756732	549
1B_263705442	1B	134.5246259	528	1B	263705442	555
1B_261973959	1B	136.7953694	529	1B	261973959	553
1B_262040567	1B	139.1023288	530	1B	262040567	554
1B_258893878	1B	142.6199867	531	1B	258893878	552
1A_232772047	1B	146.6542942	532	1A	232772047	362
1B_264574111	1B	146.6542942	533	1B	264574111	557
1B_265993359	1B	150.9077662	534	1B	265993359	558
1B_264541236	1B	150.9077662	535	1B	264541236	556
1A_231948651	1B	150.9077662	536	1A	231948651	354
1B_270241151	1B	150.9077662	537	1B	270241151	563
1B_268377933	1B	154.9057834	538	1B	268377933	560
1B_269909855	1B	158.4235673	539	1B	269909855	562
1B_267100096	1B	162.5588491	540	1B	267100096	559
1B_271775290	1B	162.5588491	541	1B	271775290	564
1B_273981715	1B	166.4468203	542	1B	273981715	577
1B_272594660	1B	168.4229946	543	1B	272594660	569
1B_272446021	1B	168.4229946	544	1B	272446021	568
1B_273978082	1B	168.4229946	545	1B	273978082	576
1A_235937641	1B	168.4229946	546	1A	235937641	377
1B_273355596	1B	170.8791462	547	1B	273355596	572
1B_273087652	1B	173.0248682	548	1B	273087652	570
1B_273766277	1B	173.0248682	549	1B	273766277	575
1B_271993250	1B	176.8354055	550	1B	271993250	565
1B_273190455	1B	180.8277831	551	1B	273190455	571
1B_273361403	1B	180.8277831	552	1B	273361403	573
1B_273764339	1B	180.8277831	553	1B	273764339	574
1B_274437538	1B	180.8277831	554	1B	274437538	578
1B_272109979	1B	180.8277831	555	1B	272109979	566
7B_51962151	1B	180.8277831	556	7B	51962151	6366
1B_278269058	1B	184.5843819	557	1B	278269058	594
1B_279095517	1B	184.5843819	558	1B	279095517	600
1B_275076447	1B	184.5843819	559	1B	275076447	580
1B_272147927	1B	184.5843819	560	1B	272147927	567
1B_276023980	1B	187.7262723	561	1B	276023980	583
1B_277415787	1B	187.7262723	562	1B	277415787	591
1B_277675667	1B	187.7262723	563	1B	277675667	593
1B_276390118	1B	187.7262723	564	1B	276390118	585
1B_276756197	1B	191.632762	565	1B	276756197	588
1B_276269835	1B	191.632762	566	1B	276269835	584
1B_275915524	1B	191.632762	567	1B	275915524	581
1B_278400072	1B	195.2446805	568	1B	278400072	596
1B_276465800	1B	195.2446805	569	1B	276465800	586
1B_278403532	1B	195.2446805	570	1B	278403532	597
1B_277082017	1B	198.6493739	571	1B	277082017	589
1B_275050135	1B	198.6493739	572	1B	275050135	579
1B_278286887	1B	198.6493739	573	1B	278286887	595
1A_234805609	1B	198.6493739	574	1A	234805609	372
1B_277581378	1B	198.6493739	575	1B	277581378	592
1B_275988642	1B	202.5264157	576	1B	275988642	582
1B_277187060	1B	206.1170639	577	1B	277187060	590
1B_278675804	1B	208.124691	578	1B	278675804	598
1B_276612217	1B	208.124691	579	1B	276612217	587
1B_278899286	1B	208.124691	580	1B	278899286	599
1B_279635238	1B	210.294299	581	1B	279635238	603
1B_281325112	1B	210.294299	582	1B	281325112	608
1B_279449370	1B	212.117238	583	1B	279449370	602
1B_281715179	1B	215.7291658	584	1B	281715179	609
1B_281718803	1B	215.7291658	585	1B	281718803	610
1B_280711120	1B	219.1329078	586	1B	280711120	605
1B_280826273	1B	224.1441679	587	1B	280826273	607
1B_282744425	1B	228.9285782	588	1B	282744425	612
1B_282005522	1B	230.782237	589	1B	282005522	611
1B_282830390	1B	233.4811183	590	1B	282830390	614
1A_238177085	1B	233.4811183	591	1A	238177085	397
1B_282769705	1B	233.4811183	592	1B	282769705	613
1B_284362780	1B	237.1310716	593	1B	284362780	622
1B_283093201	1B	237.1310716	594	1B	283093201	615
1B_283407383	1B	240.680005	595	1B	283407383	617
1B_283394386	1B	240.680005	596	1B	283394386	616
1B_284673076	1B	240.680005	597	1B	284673076	623
1B_284168518	1B	240.680005	598	1B	284168518	619
1B_283736540	1B	240.680005	599	1B	283736540	618
1B_284307938	1B	240.680005	600	1B	284307938	620
1B_284351611	1B	243.3706095	601	1B	284351611	621
1B_286487678	1B	246.8222824	602	1B	286487678	629
1B_285496190	1B	246.8222824	603	1B	285496190	626
1B_286594773	1B	246.8222824	604	1B	286594773	630
1B_285547832	1B	246.8222824	605	1B	285547832	627
1B_286911338	1B	246.8222824	606	1B	286911338	631
1B_286467789	1B	246.8222824	607	1B	286467789	628
1B_285229972	1B	251.8895549	608	1B	285229972	624
1B_293186428	1B	265.9178629	609	1B	293186428	654
1B_287477940	1B	270.981683	610	1B	287477940	632
1B_295004087	1B	275.0440326	611	1B	295004087	666
1B_293016775	1B	278.0733106	612	1B	293016775	653
1B_287938757	1B	278.0733106	613	1B	287938757	633
1B_294069414	1B	281.2557932	614	1B	294069414	660
1B_294383703	1B	285.299243	615	1B	294383703	662
1B_293335538	1B	291.4406187	616	1B	293335538	656
1B_293337545	1B	291.4406187	617	1B	293337545	657
1B_291273462	1B	294.1506072	618	1B	291273462	642
1B_293917330	1B	294.1506072	619	1B	293917330	658
1B_292327336	1B	296.0965769	620	1B	292327336	651
1B_293981235	1B	296.0965769	621	1B	293981235	659
1B_291694935	1B	297.9708473	622	1B	291694935	645
1B_294440880	1B	299.6953762	623	1B	294440880	663
1B_291788288	1B	301.66668	624	1B	291788288	649
1B_293286843	1B	301.66668	625	1B	293286843	655
1B_291463180	1B	303.6916994	626	1B	291463180	643
1B_291730234	1B	303.6916994	627	1B	291730234	646
1B_292455409	1B	303.6916994	628	1B	292455409	652
1B_292026881	1B	305.6497367	629	1B	292026881	650
1B_291732272	1B	305.6497367	630	1B	291732272	647
1B_289583796	1B	307.7104311	631	1B	289583796	639
1B_290593739	1B	307.7104311	632	1B	290593739	641
1B_288269489	1B	310.2303709	633	1B	288269489	634
1B_288978736	1B	310.2303709	634	1B	288978736	635
1B_289002403	1B	310.2303709	635	1B	289002403	636
1B_289301227	1B	310.2303709	636	1B	289301227	637
1B_289553617	1B	310.2303709	637	1B	289553617	638
1B_291648881	1B	310.2303709	638	1B	291648881	644
1B_291779023	1B	310.2303709	639	1B	291779023	648
1B_294745431	1B	310.2303709	640	1B	294745431	665
2A_609945	2A	0	641	2A	609945	671
2A_557523	2A	0	642	2A	557523	670
2A_904411	2A	3.10590628	643	2A	904411	675
2A_202951	2A	6.275147991	644	2A	202951	667
2A_697649	2A	9.90467391	645	2A	697649	672
2A_1315333	2A	9.90467391	646	2A	1315333	678
2A_224781	2A	9.90467391	647	2A	224781	668
2A_1314305	2A	9.90467391	648	2A	1314305	677
2A_840675	2A	9.90467391	649	2A	840675	674
2A_952114	2A	9.90467391	650	2A	952114	676
2A_1613288	2A	14.28991456	651	2A	1613288	680
2A_375577	2A	14.28991456	652	2A	375577	669
2A_1496250	2A	14.28991456	653	2A	1496250	679
2A_1640863	2A	17.96723678	654	2A	1640863	681
2A_2331327	2A	17.96723678	655	2A	2331327	688
2A_2061643	2A	17.96723678	656	2A	2061643	686
2A_2186354	2A	17.96723678	657	2A	2186354	687
2A_1803547	2A	22.16325429	658	2A	1803547	684
2A_1800507	2A	25.87391141	659	2A	1800507	683
2A_1669213	2A	25.87391141	660	2A	1669213	682
2A_1833430	2A	25.87391141	661	2A	1833430	685
2A_3676388	2A	30.99585457	662	2A	3676388	694
2A_7704776	2A	33.96383195	663	2A	7704776	738
5A_86656543	2A	33.96383195	664	5A	86656543	3985
2A_4661526	2A	33.96383195	665	2A	4661526	702
2A_5558088	2A	33.96383195	666	2A	5558088	718
2A_6453321	2A	33.96383195	667	2A	6453321	728
2A_6970373	2A	33.96383195	668	2A	6970373	731
2A_6971793	2A	33.96383195	669	2A	6971793	732
1B_204159703	2A	36.7746052	670	1B	204159703	538
7A_173635023	2A	36.7746052	671	7A	173635023	6246
2A_6971885	2A	36.7746052	672	2A	6971885	733
2A_7752013	2A	36.7746052	673	2A	7752013	739
2A_3416585	2A	39.73843111	674	2A	3416585	692
2A_4832520	2A	39.73843111	675	2A	4832520	703
2A_5122059	2A	39.73843111	676	2A	5122059	713
2A_4919136	2A	39.73843111	677	2A	4919136	709
2A_5092722	2A	39.73843111	678	2A	5092722	711
2A_5093836	2A	39.73843111	679	2A	5093836	712
2A_7159785	2A	39.73843111	680	2A	7159785	734
2A_7684124	2A	39.73843111	681	2A	7684124	737
2A_7807306	2A	39.73843111	682	2A	7807306	740
1B_21920885	2A	42.71465619	683	1B	21920885	518
2A_3612708	2A	45.8963698	684	2A	3612708	693
2A_5007201	2A	48.59416797	685	2A	5007201	710
2A_5395777	2A	52.44115645	686	2A	5395777	716
5B_85540166	2A	58.10720015	687	5B	85540166	4378
2A_5520360	2A	64.16756932	688	2A	5520360	717
2B_6700810	2A	67.39205243	689	2B	6700810	1330
2A_5643964	2A	67.39205243	690	2A	5643964	719
2A_4154085	2A	71.6812486	691	2A	4154085	699
2A_4888753	2A	71.6812486	692	2A	4888753	705
2A_5645267	2A	71.6812486	693	2A	5645267	720
2A_4287831	2A	75.69067683	694	2A	4287831	701
2A_4900393	2A	75.69067683	695	2A	4900393	706
2A_4903123	2A	75.69067683	696	2A	4903123	707
2A_4912904	2A	75.69067683	697	2A	4912904	708
2B_5740573	2A	75.69067683	698	2B	5740573	1322
2A_6138590	2A	75.69067683	699	2A	6138590	726
2A_3811878	2A	80.16602364	700	2A	3811878	697
6B_104784315	2A	80.16602364	701	6B	104784315	5520
2A_3942335	2A	81.93200849	702	2A	3942335	698
2A_2966026	2A	83.56537856	703	2A	2966026	690
2A_6829208	2A	83.56537856	704	2A	6829208	730
2A_2968672	2A	83.56537856	705	2A	2968672	691
2B_8682143	2A	85.00714928	706	2B	8682143	1335
2B_9581531	2A	85.00714928	707	2B	9581531	1337
2A_5294098	2A	86.29060849	708	2A	5294098	714
2A_3712570	2A	88.01200223	709	2A	3712570	695
2A_5307433	2A	88.01200223	710	2A	5307433	715
2A_7957614	2A	89.82235865	711	2A	7957614	741
2A_18431655	2A	89.82235865	712	2A	18431655	800
2A_6763840	2A	89.82235865	713	2A	6763840	729
2A_3779485	2A	89.82235865	714	2A	3779485	696
2A_4236827	2A	91.8232674	715	2A	4236827	700
2A_5976595	2A	93.97400008	716	2A	5976595	723
2A_9673811	2A	96.39914921	717	2A	9673811	750
2A_8415682	2A	96.39914921	718	2A	8415682	743
2A_8015315	2A	97.98878852	719	2A	8015315	742
2A_8426435	2A	99.2029367	720	2A	8426435	744
2A_10007456	2A	101.7081845	721	2A	10007456	752
2A_8922145	2A	101.7081845	722	2A	8922145	747
2A_10216459	2A	101.7081845	723	2A	10216459	755
2A_10009332	2A	101.7081845	724	2A	10009332	753
2A_10212727	2A	101.7081845	725	2A	10212727	754
2A_10331942	2A	101.7081845	726	2A	10331942	757
2A_10326802	2A	101.7081845	727	2A	10326802	756
2A_8922024	2A	101.7081845	728	2A	8922024	746
2A_9149045	2A	101.7081845	729	2A	9149045	748
2A_8885174	2A	101.7081845	730	2A	8885174	745
2A_9427965	2A	101.7081845	731	2A	9427965	749
2A_9679318	2A	101.7081845	732	2A	9679318	751
2A_10646227	2A	108.3031373	733	2A	10646227	759
2A_10643871	2A	108.3031373	734	2A	10643871	758
2A_11138428	2A	108.3031373	735	2A	11138428	763
2A_11268591	2A	112.2468538	736	2A	11268591	765
2A_10884550	2A	112.2468538	737	2A	10884550	760
2A_11094270	2A	112.2468538	738	2A	11094270	762
2A_11650284	2A	117.904268	739	2A	11650284	766
2A_13210852	2A	124.5627613	740	2A	13210852	776
2A_13036162	2A	124.5627613	741	2A	13036162	773
2A_12237450	2A	124.5627613	742	2A	12237450	768
2A_13042039	2A	124.5627613	743	2A	13042039	774
2A_13438655	2A	130.5615009	744	2A	13438655	777
2A_12886699	2A	130.5615009	745	2A	12886699	772
2A_12417745	2A	130.5615009	746	2A	12417745	769
2A_12103592	2A	136.5191684	747	2A	12103592	767
2A_13839127	2A	141.1591377	748	2A	13839127	779
2A_14088205	2A	141.1591377	749	2A	14088205	781
2A_14272702	2A	141.1591377	750	2A	14272702	783
2A_13145634	2A	145.2205657	751	2A	13145634	775
2A_12754857	2A	145.2205657	752	2A	12754857	771
2A_14495234	2A	148.4796523	753	2A	14495234	787
2A_14376595	2A	151.8203789	754	2A	14376595	784
2A_13574953	2A	155.6133104	755	2A	13574953	778
2A_16253349	2A	155.6133104	756	2A	16253349	791
2A_14402082	2A	155.6133104	757	2A	14402082	785
2A_14756853	2A	155.6133104	758	2A	14756853	789
2A_14242137	2A	155.6133104	759	2A	14242137	782
5A_19117483	2A	158.9545342	760	5A	19117483	3873
2A_16491656	2A	161.5364864	761	2A	16491656	793
2A_17871019	2A	161.5364864	762	2A	17871019	799
2A_16486533	2A	161.5364864	763	2A	16486533	792
2A_17223023	2A	164.0672298	764	2A	17223023	797
2A_16971445	2A	164.0672298	765	2A	16971445	795
2A_16822328	2A	167.9469565	766	2A	16822328	794
2A_17678045	2A	170.5203821	767	2A	17678045	798
2B_24126163	2A	174.3104275	768	2B	24126163	1372
2A_17021275	2A	174.3104275	769	2A	17021275	796
2A_18607768	2A	177.1713422	770	2A	18607768	802
2B_22675451	2A	177.1713422	771	2B	22675451	1365
1A_141171239	2A	180.3390542	772	1A	141171239	204
2B_23712449	2A	180.3390542	773	2B	23712449	1368
2A_208687023	2A	185.5384061	774	2A	208687023	1048
2A_112152786	2A	189.1589788	775	2A	112152786	901
2A_201641874	2A	191.6839793	776	2A	201641874	1030
2A_220896284	2A	191.6839793	777	2A	220896284	1072
2A_70410894	2A	191.6839793	778	2A	70410894	866
2A_220896398	2A	193.6524998	779	2A	220896398	1073
2A_179932525	2A	195.8774917	780	2A	179932525	1006
2A_200149896	2A	195.8774917	781	2A	200149896	1029
2B_32213349	2A	195.8774917	782	2B	32213349	1392
2A_200028273	2A	195.8774917	783	2A	200028273	1028
2B_32262471	2A	197.8351355	784	2B	32262471	1393
2A_138525920	2A	199.6612969	785	2A	138525920	941
2A_146087380	2A	202.8644907	786	2A	146087380	952
2A_197492416	2A	202.8644907	787	2A	197492416	1025
2A_152023929	2A	202.8644907	788	2A	152023929	965
2A_69233171	2A	202.8644907	789	2A	69233171	861
2A_126293111	2A	202.8644907	790	2A	126293111	919
2A_132219824	2A	202.8644907	791	2A	132219824	931
2A_133767767	2A	202.8644907	792	2A	133767767	936
2A_146087519	2A	202.8644907	793	2A	146087519	953
2A_147574455	2A	202.8644907	794	2A	147574455	957
2A_153802453	2A	202.8644907	795	2A	153802453	968
2A_170900584	2A	202.8644907	796	2A	170900584	993
2A_175139520	2A	202.8644907	797	2A	175139520	999
2A_175381993	2A	202.8644907	798	2A	175381993	1000
2A_189379583	2A	202.8644907	799	2A	189379583	1017
2A_69182490	2A	208.3209323	800	2A	69182490	860
2A_110712123	2A	208.3209323	801	2A	110712123	900
1B_150828275	2A	208.3209323	802	1B	150828275	532
2A_113485808	2A	208.3209323	803	2A	113485808	902
2A_125860528	2A	208.3209323	804	2A	125860528	918
2A_148932302	2A	208.3209323	805	2A	148932302	958
2A_190949336	2A	208.3209323	806	2A	190949336	1019
2A_137071414	2A	211.959606	807	2A	137071414	939
2A_113853517	2A	211.959606	808	2A	113853517	903
2A_154034171	2A	211.959606	809	2A	154034171	970
2A_178936894	2A	216.1983585	810	2A	178936894	1003
2A_122872292	2A	216.1983585	811	2A	122872292	911
2A_171798208	2A	216.1983585	812	2A	171798208	994
2A_197287111	2A	216.1983585	813	2A	197287111	1024
2A_69307122	2A	216.1983585	814	2A	69307122	862
2A_113855406	2A	216.1983585	815	2A	113855406	904
2A_124911360	2A	216.1983585	816	2A	124911360	914
2A_132119679	2A	216.1983585	817	2A	132119679	930
2A_135531839	2A	216.1983585	818	2A	135531839	938
2A_144684557	2A	216.1983585	819	2A	144684557	948
2A_167361865	2A	221.3523066	820	2A	167361865	990
2A_154978192	2A	221.3523066	821	2A	154978192	972
2A_134142151	2A	221.3523066	822	2A	134142151	937
2A_165445279	2A	221.3523066	823	2A	165445279	985
2A_149107264	2A	221.3523066	824	2A	149107264	959
2A_150629845	2A	221.3523066	825	2A	150629845	963
2A_174257567	2A	221.3523066	826	2A	174257567	998
2A_69828349	2A	221.3523066	827	2A	69828349	864
2A_114384441	2A	221.3523066	828	2A	114384441	906
2A_149853607	2A	221.3523066	829	2A	149853607	962
2A_194051129	2A	221.3523066	830	2A	194051129	1020
2A_196676931	2A	221.3523066	831	2A	196676931	1023
2A_187893823	2A	221.3523066	832	2A	187893823	1015
2A_124168534	2A	221.3523066	833	2A	124168534	913
2A_69655226	2A	225.933945	834	2A	69655226	863
2A_120751897	2A	225.933945	835	2A	120751897	910
2A_164770756	2A	228.2253238	836	2A	164770756	983
2A_196561010	2A	228.2253238	837	2A	196561010	1021
2A_119568283	2A	228.2253238	838	2A	119568283	909
2A_69950552	2A	232.4441272	839	2A	69950552	865
2A_165330428	2A	232.4441272	840	2A	165330428	984
2A_177771505	2A	232.4441272	841	2A	177771505	1002
2A_128357741	2A	232.4441272	842	2A	128357741	926
2A_158943993	2A	232.4441272	843	2A	158943993	977
2A_128357601	2A	232.4441272	844	2A	128357601	925
2A_141923859	2A	232.4441272	845	2A	141923859	947
2A_158375242	2A	232.4441272	846	2A	158375242	976
2A_172980571	2A	232.4441272	847	2A	172980571	996
2A_125155237	2A	232.4441272	848	2A	125155237	915
2A_169457128	2A	232.4441272	849	2A	169457128	992
2A_144873657	2A	232.4441272	850	2A	144873657	949
2A_146020336	2A	232.4441272	851	2A	146020336	951
2A_187395701	2A	232.4441272	852	2A	187395701	1014
2A_158043137	2A	232.4441272	853	2A	158043137	975
2A_196591026	2A	232.4441272	854	2A	196591026	1022
2A_127108826	2A	232.4441272	855	2A	127108826	922
2A_132309925	2A	232.4441272	856	2A	132309925	932
2A_21232908	2A	232.4441272	857	2A	21232908	804
2A_165464850	2A	232.4441272	858	2A	165464850	986
2A_186866916	2A	232.4441272	859	2A	186866916	1012
2A_70854692	2A	232.4441272	860	2A	70854692	867
2A_128095539	2A	232.4441272	861	2A	128095539	924
2A_140325797	2A	232.4441272	862	2A	140325797	944
2A_144874557	2A	232.4441272	863	2A	144874557	950
2A_153222380	2A	232.4441272	864	2A	153222380	967
2A_189356691	2A	232.4441272	865	2A	189356691	1016
2A_130757846	2A	232.4441272	866	2A	130757846	928
2A_140838870	2A	232.4441272	867	2A	140838870	946
2A_151940770	2A	232.4441272	868	2A	151940770	964
2A_163997769	2A	232.4441272	869	2A	163997769	982
2A_176121549	2A	232.4441272	870	2A	176121549	1001
2A_30552509	2A	232.4441272	871	2A	30552509	819
2A_78905118	2A	232.4441272	872	2A	78905118	875
2A_114531981	2A	232.4441272	873	2A	114531981	907
2A_125352485	2A	232.4441272	874	2A	125352485	917
2A_153944665	2A	232.4441272	875	2A	153944665	969
2A_154297953	2A	232.4441272	876	2A	154297953	971
2A_162059978	2A	232.4441272	877	2A	162059978	978
2A_167193534	2A	232.4441272	878	2A	167193534	989
2A_190593778	2A	232.4441272	879	2A	190593778	1018
2A_152204055	2A	236.3072954	880	2A	152204055	966
2A_146336001	2A	236.3072954	881	2A	146336001	954
1A_32184984	2A	236.3072954	882	1A	32184984	121
2A_132909303	2A	236.3072954	883	2A	132909303	933
2A_125264963	2A	240.4304755	884	2A	125264963	916
2A_124073892	2A	240.4304755	885	2A	124073892	912
2A_185052112	2A	240.4304755	886	2A	185052112	1010
2A_220088493	2A	240.4304755	887	2A	220088493	1071
2A_78102628	2A	240.4304755	888	2A	78102628	874
2A_173366345	2A	240.4304755	889	2A	173366345	997
2A_185374135	2A	240.4304755	890	2A	185374135	1011
2A_140419413	2A	243.5521622	891	2A	140419413	945
2A_162512062	2A	243.5521622	892	2A	162512062	980
2A_147109159	2A	243.5521622	893	2A	147109159	955
2A_165828014	2A	243.5521622	894	2A	165828014	987
2A_155377764	2A	243.5521622	895	2A	155377764	973
2A_128521339	2A	246.4273718	896	2A	128521339	927
2A_182702778	2A	246.4273718	897	2A	182702778	1009
2A_26151635	2A	246.4273718	898	2A	26151635	813
2A_56335335	2A	246.4273718	899	2A	56335335	842
2A_64121541	2A	246.4273718	900	2A	64121541	857
2A_24171070	2A	246.4273718	901	2A	24171070	809
4B_5021878	2A	246.4273718	902	4B	5021878	3502
2A_179862448	2A	246.4273718	903	2A	179862448	1004
2A_127298147	2A	246.4273718	904	2A	127298147	923
2A_100052589	2A	246.4273718	905	2A	100052589	893
2A_18805855	2A	246.4273718	906	2A	18805855	803
2A_78102540	2A	246.4273718	907	2A	78102540	873
2B_119174142	2A	246.4273718	908	2B	119174142	1522
2A_179869167	2A	246.4273718	909	2A	179869167	1005
2A_133202682	2A	246.4273718	910	2A	133202682	934
2A_114008062	2A	250.3768858	911	2A	114008062	905
2A_88358717	2A	250.3768858	912	2A	88358717	887
2A_106762727	2A	250.3768858	913	2A	106762727	898
2A_90559423	2A	253.2982717	914	2A	90559423	890
2A_51811782	2A	253.2982717	915	2A	51811782	839
2A_126339744	2A	253.2982717	916	2A	126339744	920
2A_49814324	2A	255.3306482	917	2A	49814324	838
2A_59345593	2A	255.3306482	918	2A	59345593	846
2A_88652234	2A	255.3306482	919	2A	88652234	888
2A_37411682	2A	255.3306482	920	2A	37411682	828
2A_24867086	2A	255.3306482	921	2A	24867086	812
2A_74579814	2A	255.3306482	922	2A	74579814	868
2A_35549149	2A	255.3306482	923	2A	35549149	826
5A_5001247	2A	255.3306482	924	5A	5001247	3856
2A_100963802	2A	255.3306482	925	2A	100963802	894
2A_39578286	2A	255.3306482	926	2A	39578286	832
2A_86754759	2A	255.3306482	927	2A	86754759	884
2A_35952124	2A	255.3306482	928	2A	35952124	827
2B_219590394	2A	255.3306482	929	2B	219590394	1593
6A_20672227	2A	255.3306482	930	6A	20672227	5027
2A_37447137	2A	255.3306482	931	2A	37447137	829
2A_37694485	2A	255.3306482	932	2A	37694485	830
2A_86689990	2A	255.3306482	933	2A	86689990	883
2A_140080222	2A	255.3306482	934	2A	140080222	942
2A_187115951	2A	255.3306482	935	2A	187115951	1013
2B_164465150	2A	255.3306482	936	2B	164465150	1553
2A_59496726	2A	255.3306482	937	2A	59496726	847
2A_137200504	2A	255.3306482	938	2A	137200504	940
2A_140237900	2A	255.3306482	939	2A	140237900	943
2A_157100093	2A	255.3306482	940	2A	157100093	974
2B_94718561	2A	255.3306482	941	2B	94718561	1498
2B_235873797	2A	255.3306482	942	2B	235873797	1606
2A_42384439	2A	255.3306482	943	2A	42384439	834
2A_32203373	2A	257.6920669	944	2A	32203373	821
2A_23831824	2A	257.6920669	945	2A	23831824	808
4A_169665575	2A	257.6920669	946	4A	169665575	3218
5A_114567367	2A	257.6920669	947	5A	114567367	4099
2A_60853002	2A	257.6920669	948	2A	60853002	855
2A_82271072	2A	257.6920669	949	2A	82271072	878
3A_82951148	2A	257.6920669	950	3A	82951148	1985
2A_66242031	2A	259.8267662	951	2A	66242031	858
2A_76829417	2A	259.8267662	952	2A	76829417	869
